id,month,abg_sku,combo_code,upc,brand,valid_from,valid_to,description,combo_pack_price,qty_items,qty_value,qty_unit,fline_price,combo_price,total_savings,comments
12854,2026-05,1669030,1669037,86767210043,248914,2026-05-01,2026-05-31,BAILEYS IRISH,53.99,1   B,1.0,B,34.49,34.98,-0.76,CONTAINS: 1BTL EA LITER BAILEY REG & RUMPLE MINZE CINNAMINT
12855,2026-05,1683441,1683742,86003251397,766264,2026-05-01,2026-05-31,MEIOMI SAUV BLANC 25,300.0,1   C,1.0,C,15.09,11.03,110.16,CONTAINS: 1C EA 750ML MEIOMI PINOT NOR & SAUVIGNON BLANC
12856,2026-05,1683740,1683742,855165005076,407321,2026-05-01,2026-05-31,MEIOMI P NOIR 23,300.0,1   C,1.0,C,19.09,13.96,110.16,CONTAINS: 1C EA 750ML MEIOMI PINOT NOR & SAUVIGNON BLANC
12857,2026-05,1698020,1698029,811538010993,332850,2026-05-01,2026-05-31,CUER AUT MARG,894.99,3   C,3.0,C,18.85,15.04,226.01,"CONTAINS: 3C MARG,2C STRAW,1CS LT,MANGO,MARG2X,STRAW2X,DRAG"
12858,2026-05,1698120,1698029,811538011037,332853,2026-05-01,2026-05-31,CUER AUT STRAWBERRY,894.99,2   C,2.0,C,18.85,15.04,226.01,"CONTAINS: 3C MARG,2C STRAW,1CS LT,MANGO,MARG2X,STRAW2X,DRAG"
12859,2026-05,1698320,1698029,811538011013,332856,2026-05-01,2026-05-31,CUER AUT MANGO,894.99,1   C,1.0,C,18.85,15.04,226.01,"CONTAINS: 3C MARG,2C STRAW,1CS LT,MANGO,MARG2X,STRAW2X,DRAG"
12860,2026-05,1698520,1698029,811538011006,332851,2026-05-01,2026-05-31,CUER AUT LIGHT,894.99,1   C,1.0,C,18.85,15.04,226.01,"CONTAINS: 3C MARG,2C STRAW,1CS LT,MANGO,MARG2X,STRAW2X,DRAG"
12861,2026-05,1698720,1698029,818844026595,732331,2026-05-01,2026-05-31,CUER AUT DRAGON FRLM,894.99,1   C,1.0,C,18.85,15.04,226.01,"CONTAINS: 3C MARG,2C STRAW,1CS LT,MANGO,MARG2X,STRAW2X,DRAG"
12862,2026-05,1720620,1698029,818844022986,590959,2026-05-01,2026-05-31,CUER AUT MARG 2X STR,894.99,1   C,1.0,C,18.03,14.39,226.01,"CONTAINS: 3C MARG,2C STRAW,1CS LT,MANGO,MARG2X,STRAW2X,DRAG"
12863,2026-05,1720720,1698029,810178380022,771814,2026-05-01,2026-05-31,CUER AUT STRA 2X STR,894.99,1   C,1.0,C,18.03,14.39,226.01,"CONTAINS: 3C MARG,2C STRAW,1CS LT,MANGO,MARG2X,STRAW2X,DRAG"
12864,2026-05,1702140,1702141,29929115480,806716,2026-05-01,2026-05-31,LICOR 43 CHOCOLATE,144.08,3   B,3.0,B,24.01,22.94,6.7,CONTAINS: LIC 43 CHOC & CREM BRU 3 BTL750ML EACH
12865,2026-05,1702240,1702141,29929115510,806717,2026-05-01,2026-05-31,LICOR 43 CREME BRL6P,144.08,3   B,3.0,B,26.25,25.08,6.7,CONTAINS: LIC 43 CHOC & CREM BRU 3 BTL750ML EACH
12866,2026-05,1707320,1708024,818844028933,734747,2026-05-01,2026-05-31,1800 RTD LIME LIGHT,98.99,1   B,1.0,B,20.49,14.14,44.44,CONTAINS: 1CS 1.75L LIME MARGARITA/1BTL 1.75L LIME LIGHT
12867,2026-05,1708022,1708024,818844023143,261119,2026-05-01,2026-05-31,1800 RTD LIM MARG GL,98.99,1   C,1.0,C,20.49,14.14,44.44,CONTAINS: 1CS 1.75L LIME MARGARITA/1BTL 1.75L LIME LIGHT
12868,2026-05,1711140,1711141,851756002141,738232,2026-05-01,2026-05-31,GARR BR SML BTCBBN6P,99.0,1   B,1.0,B,55.09,49.49,11.18,CONTAINS: GARR BRO SB 1 BTL 750 & GARR BR HONEY 750ML 1 BTL
12869,2026-05,1711340,1711141,851756002455,587907,2026-05-01,2026-05-31,GARR BR HO DEW BBN6P,99.0,1   B,1.0,B,55.09,49.49,11.18,CONTAINS: GARR BRO SB 1 BTL 750 & GARR BR HONEY 750ML 1 BTL
12870,2026-05,1711140,1711142,851756002141,738232,2026-05-01,2026-05-31,GARR BR SML BTCBBN6P,329.99,3   B,3.0,B,55.09,54.99,0.55,"CONTAINS: GARR BRO SMBT 3 BTL 750ML, GARR HNYDW 3 BTL 750ML"
12871,2026-05,1711340,1711142,851756002455,587907,2026-05-01,2026-05-31,GARR BR HO DEW BBN6P,329.99,3   B,3.0,B,55.09,54.99,0.55,"CONTAINS: GARR BRO SMBT 3 BTL 750ML, GARR HNYDW 3 BTL 750ML"
12872,2026-05,1711140,1711143,851756002141,738232,2026-05-01,2026-05-31,GARR BR SML BTCBBN6P,179.0,1   B,1.0,B,55.09,52.42,9.08,CONTAINS: GARR BR SM & BALMDBOAK 1 BTL 750ML EACH
12873,2026-05,1711540,1711143,851756002424,587903,2026-05-01,2026-05-31,GARR BR BALM DBOAK6P,179.0,1   B,1.0,B,132.99,126.56,9.08,CONTAINS: GARR BR SM & BALMDBOAK 1 BTL 750ML EACH
12874,2026-05,1711440,1711144,92623295,587901,2026-05-01,2026-05-31,GARR BR S BRL SAMP6P,189.99,1   B,1.0,B,69.99,65.51,12.99,CONTAINS: GAR BRS SB & BALMDBOAK 1 BTL 750ML EACH
12875,2026-05,1711540,1711144,851756002424,587903,2026-05-01,2026-05-31,GARR BR BALM DBOAK6P,189.99,1   B,1.0,B,132.99,124.47,12.99,CONTAINS: GAR BRS SB & BALMDBOAK 1 BTL 750ML EACH
12876,2026-05,1722040,1722041,850014275099,625288,2026-05-01,2026-05-31,CLASE AZUL REPOSAD6P,375.0,2   B,2.0,B,145.09,130.71,41.27,CONTAINS: 2B 750ML CLASE AZUL REPOSADO/1B 750ML PLATA
12877,2026-05,1722540,1722041,81240049547,743103,2026-05-01,2026-05-31,CLASE AZUL PLATA 6P,375.0,1   B,1.0,B,126.09,113.59,41.27,CONTAINS: 2B 750ML CLASE AZUL REPOSADO/1B 750ML PLATA
12878,2026-05,1722040,1722042,850014275099,625288,2026-05-01,2026-05-31,CLASE AZUL REPOSAD6P,460.0,1   B,1.0,B,145.09,128.78,58.27,"CONTAINS: 1B 750ML EACH CLASE AZUL REPOSADO, PLATA, GOLD"
12879,2026-05,1722540,1722042,81240049547,743103,2026-05-01,2026-05-31,CLASE AZUL PLATA 6P,460.0,1   B,1.0,B,126.09,111.91,58.27,"CONTAINS: 1B 750ML EACH CLASE AZUL REPOSADO, PLATA, GOLD"
12880,2026-05,1722840,1722042,850014275068,743101,2026-05-01,2026-05-31,CLASE AZUL GOLD 3P,460.0,1   B,1.0,B,247.09,219.31,58.27,"CONTAINS: 1B 750ML EACH CLASE AZUL REPOSADO, PLATA, GOLD"
12881,2026-05,1722040,1722044,850014275099,625288,2026-05-01,2026-05-31,CLASE AZUL REPOSAD6P,1077.0,1   C,1.0,C,145.09,137.34,60.81,CONTAINS: 1C 750ML CLASE AZUL REPOSADO & 3B 375ML
12882,2026-05,1722060,1722044,850014275228,625288,2026-05-01,2026-05-31,CLASE AZUL REPO 6P,1077.0,3   B,3.0,B,89.09,84.33,60.81,CONTAINS: 1C 750ML CLASE AZUL REPOSADO & 3B 375ML
12883,2026-05,1722040,1722045,850014275099,625288,2026-05-01,2026-05-31,CLASE AZUL REPOSAD6P,490.0,2   B,2.0,B,145.09,132.32,47.27,CONTAINS: 2B 750ML CLASE AZUL REPOSADO & 1B 750ML GOLD
12884,2026-05,1722840,1722045,850014275068,743101,2026-05-01,2026-05-31,CLASE AZUL GOLD 3P,490.0,1   B,1.0,B,247.09,225.34,47.27,CONTAINS: 2B 750ML CLASE AZUL REPOSADO & 1B 750ML GOLD
12885,2026-05,1721840,1722441,850014275358,664773,2026-05-01,2026-05-31,CLASE AZUL MEZ SLP3P,850.0,1   B,1.0,B,298.09,283.33,44.27,CONTAINS: 1B 750ML EACH CLASE AZUL MEZCAL DUR/GUE/SLP
12886,2026-05,1721940,1722441,850014275143,743102,2026-05-01,2026-05-31,CLASE AZUL MEZ GUE3P,850.0,1   B,1.0,B,298.09,283.33,44.27,CONTAINS: 1B 750ML EACH CLASE AZUL MEZCAL DUR/GUE/SLP
12887,2026-05,1722440,1722441,109498401,734908,2026-05-01,2026-05-31,CLASE AZUL MEZ DUR3P,850.0,1   B,1.0,B,298.09,283.33,44.27,CONTAINS: 1B 750ML EACH CLASE AZUL MEZCAL DUR/GUE/SLP
12888,2026-05,1721740,1722841,850014275440,754316,2026-05-01,2026-05-31,CLASE AZUL BL AHM 3P,815.0,1   B,1.0,B,200.0,180.68,87.18,"CONTAINS: 1B EACH 750ML CLASE AZUL GOLD, ANEJO, BLANCO AHM"
12889,2026-05,1722240,1722841,850014275129,547726,2026-05-01,2026-05-31,CLASE AZUL ANEJO 3P,815.0,1   B,1.0,B,455.09,411.12,87.18,"CONTAINS: 1B EACH 750ML CLASE AZUL GOLD, ANEJO, BLANCO AHM"
12890,2026-05,1722840,1722841,850014275068,743101,2026-05-01,2026-05-31,CLASE AZUL GOLD 3P,815.0,1   B,1.0,B,247.09,223.22,87.18,"CONTAINS: 1B EACH 750ML CLASE AZUL GOLD, ANEJO, BLANCO AHM"
12891,2026-05,1753040,1753143,854570002250,476896,2026-05-01,2026-05-31,SMOOTH AM CONT BBN6P,222.54,3   B,3.0,B,39.09,30.46,63.0,CONTAINS: 3BTS EACH SMOOTH AM 7YR & SMOOTH AM CONTRADICTION
12892,2026-05,1753142,1753143,854570002526,665695,2026-05-01,2026-05-31,SMOOTH AM BBN 7Y 6P,222.54,3   B,3.0,B,56.09,43.71,63.0,CONTAINS: 3BTS EACH SMOOTH AM 7YR & SMOOTH AM CONTRADICTION
12893,2026-05,1779330,1779331,628451773238,625016,2026-05-01,2026-05-31,EMPRESS INDIGO GIN6P,164.36,2   B,2.0,B,43.09,41.09,8.0,CONTAINS: 2BTS EA-LIT EMPRESS 1908 GIN & ELDERFLOWER
12894,2026-05,1779930,1779331,628451773849,651855,2026-05-01,2026-05-31,EMPRESS ELDER ROS6P,164.36,2   B,2.0,B,43.09,41.09,8.0,CONTAINS: 2BTS EA-LIT EMPRESS 1908 GIN & ELDERFLOWER
12895,2026-05,1779330,1779332,628451773238,625016,2026-05-01,2026-05-31,EMPRESS INDIGO GIN6P,164.36,2   B,2.0,B,43.09,41.09,8.0,CONTAINS: 2BT LITER  EACH EMPRESS 1908 & CUCUMBER LEMON
12896,2026-05,1779530,1779332,628451773917,700306,2026-05-01,2026-05-31,EMPRESS CUCUMB LEM6P,164.36,2   B,2.0,B,43.09,41.09,8.0,CONTAINS: 2BT LITER  EACH EMPRESS 1908 & CUCUMBER LEMON
12897,2026-05,1779340,1779342,628451773108,625016,2026-05-01,2026-05-31,EMPRESS INDIGO GIN6P,216.54,3   B,3.0,B,36.09,36.09,0.0,CONTAINS: 3BTS EA-750ML EMPRESS 1908 GIN & ELDERFLOWER
12898,2026-05,1779940,1779342,628451773801,651855,2026-05-01,2026-05-31,EMPRESS ELDER ROSE6P,216.54,3   B,3.0,B,36.09,36.09,0.0,CONTAINS: 3BTS EA-750ML EMPRESS 1908 GIN & ELDERFLOWER
12899,2026-05,1779340,1779344,628451773108,625016,2026-05-01,2026-05-31,EMPRESS INDIGO GIN6P,216.54,3   B,3.0,B,36.09,36.09,0.0,CONTAINS: 3BT 750ML EACH EMPRESS 1908/ CUCMBER LEMON 6P
12900,2026-05,1779540,1779344,628451773894,700306,2026-05-01,2026-05-31,EMPRESS CUCUMB LEM6P,216.54,3   B,3.0,B,36.09,36.09,0.0,CONTAINS: 3BT 750ML EACH EMPRESS 1908/ CUCMBER LEMON 6P
12901,2026-05,1779340,1779345,628451773108,625016,2026-05-01,2026-05-31,EMPRESS INDIGO GIN6P,359.99,4   B,4.0,B,36.09,29.99,73.09,CONTAINS: 4BTF EACH 750ML EMPRESS GIN/CUCUMBER LEMON/ROSE
12902,2026-05,1779540,1779345,628451773894,700306,2026-05-01,2026-05-31,EMPRESS CUCUMB LEM6P,359.99,4   B,4.0,B,36.09,29.99,73.09,CONTAINS: 4BTF EACH 750ML EMPRESS GIN/CUCUMBER LEMON/ROSE
12903,2026-05,1779940,1779345,628451773801,651855,2026-05-01,2026-05-31,EMPRESS ELDER ROSE6P,359.99,4   B,4.0,B,36.09,29.99,73.09,CONTAINS: 4BTF EACH 750ML EMPRESS GIN/CUCUMBER LEMON/ROSE
12904,2026-05,1779340,1779347,628451773108,625016,2026-05-01,2026-05-31,EMPRESS INDIGO GIN6P,99.99,2   B,2.0,B,36.09,28.83,25.17,CONTAINS: 2BTS EA- 750ML EMPRESS INDIGO GIN & DV BLANCO
12905,2026-05,7078741,1779347,898432002002,595003,2026-05-01,2026-05-31,DULCE VIDA ORG BLANC,99.99,2   B,2.0,B,26.49,21.16,25.17,CONTAINS: 2BTS EA- 750ML EMPRESS INDIGO GIN & DV BLANCO
12906,2026-05,2004140,2004441,815019026183,564530,2026-05-01,2026-05-31,JUVE&CAMPS CAVA 17,132.0,1   C,1.0,C,12.67,9.61,42.0,CONTAINS: 1CS 750ML CAVA 17 & 1BTL 1.5L CAVA 16
12907,2026-05,2004220,2004441,815019026022,564529,2026-05-01,2026-05-31,JUVE&CAMPS CAVA16 6P,132.0,1   B,1.0,B,22.0,16.68,42.0,CONTAINS: 1CS 750ML CAVA 17 & 1BTL 1.5L CAVA 16
12908,2026-05,2009240,2009341,85917111117,535325,2026-05-01,2026-05-31,VILLA MAS LIMONCEL6P,144.54,3   B,3.0,B,26.09,24.08,12.0,CONTAINS: VILLA MASSA AMER & LIMON 3B 750ML
12909,2026-05,2009340,2009341,810021190037,559369,2026-05-01,2026-05-31,VILLA MASSA AMARETTO,144.54,3   B,3.0,B,26.09,24.08,12.0,CONTAINS: VILLA MASSA AMER & LIMON 3B 750ML
12910,2026-05,2070947,2070944,669576019344,562799,2026-05-01,2026-05-31,DUCKHORN CAB NV 22,2100.0,3   C,3.0,C,56.99,36.8,1151.4,CONTAINS: 3CS 750ML DUCKHORN CAB SAUV & 2CS 750ML MERLOT
12911,2026-05,2071348,2070944,669576019283,300091,2026-05-01,2026-05-31,DUCKHORN MER 22,2100.0,2   C,2.0,C,49.99,32.28,1151.4,CONTAINS: 3CS 750ML DUCKHORN CAB SAUV & 2CS 750ML MERLOT
12912,2026-05,2070947,2071541,669576019344,562799,2026-05-01,2026-05-31,DUCKHORN CAB NV 22,899.99,1   C,1.0,C,56.99,39.94,383.89,CONTAINS: 1CS 750ML EA DUCKHORN CAB SAUV & 3 PALMS MERLOT
12913,2026-05,2071540,2071541,669576019344,300093,2026-05-01,2026-05-31,DUCKHORN MER 3P21 6P,899.99,1   C,1.0,C,100.0,70.1,383.89,CONTAINS: 1CS 750ML EA DUCKHORN CAB SAUV & 3 PALMS MERLOT
12914,2026-05,2070947,2072142,669576019344,562799,2026-05-01,2026-05-31,DUCKHORN CAB NV 22,650.0,1   C,1.0,C,56.99,36.75,357.88,CONTAINS: 1C 750ML EA DECOY BL CAB SAUV & DUCKHORN CAB SAUV
12915,2026-05,2072141,2072142,669576040294,700290,2026-05-01,2026-05-31,DECOY BLUE CABPAS23,650.0,1   C,1.0,C,27.0,17.41,357.88,CONTAINS: 1C 750ML EA DECOY BL CAB SAUV & DUCKHORN CAB SAUV
12916,2026-05,2072542,2072545,669576019269,533827,2026-05-01,2026-05-31,DECOY CAB 22,599.0,3   C,3.0,C,19.99,12.47,360.52,CONTAINS: 3CS 750ML DECOY CS & 1CS 750ML FEATHERWEIGHT CS
12917,2026-05,2073640,2072545,669576040393,776719,2026-05-01,2026-05-31,DECOY FEATHER CS23,599.0,1   C,1.0,C,19.99,12.47,360.52,CONTAINS: 3CS 750ML DECOY CS & 1CS 750ML FEATHERWEIGHT CS
12918,2026-05,2073342,2073641,110971890,668440,2026-05-01,2026-05-31,DECOY FEATHER SB24,225.0,6   B,6.0,B,17.99,12.05,110.82,"CONTAINS: 6 BT 750ML EA DECOY FEATHERWEIGHT CS, SB & CH"
12919,2026-05,2073540,2073641,669576040317,730621,2026-05-01,2026-05-31,DECOY FEATHER CH23,225.0,6   B,6.0,B,17.99,12.05,110.82,"CONTAINS: 6 BT 750ML EA DECOY FEATHERWEIGHT CS, SB & CH"
12920,2026-05,2073640,2073641,669576040393,776719,2026-05-01,2026-05-31,DECOY FEATHER CS23,225.0,6   B,6.0,B,19.99,13.39,110.82,"CONTAINS: 6 BT 750ML EA DECOY FEATHERWEIGHT CS, SB & CH"
12921,2026-05,2072141,2075148,669576040294,700290,2026-05-01,2026-05-31,DECOY BLUE CABPAS23,700.0,1   C,1.0,C,27.0,19.44,272.0,CONTAINS: 2CS 750ML BLU AV & 1CS 750ML BLUE CAB PASO
12922,2026-05,2075151,2075148,669576020449,626295,2026-05-01,2026-05-31,DECOY BLUE AV CAB23,700.0,2   C,2.0,C,27.0,19.44,272.0,CONTAINS: 2CS 750ML BLU AV & 1CS 750ML BLUE CAB PASO
12923,2026-05,1280030,2101039,87236002923,599079,2026-05-01,2026-05-31,REMY 1738 ACC ROY 6P,92.0,1   B,1.0,B,79.09,60.84,27.59,CONTAINS: 1BT EA-COINTREAU LITER & REMY 1738 LITER
12924,2026-05,2101035,2101039,87236565008,603501,2026-05-01,2026-05-31,COINTREAU LIQUEUR 6P,92.0,1   B,1.0,B,40.5,31.15,27.59,CONTAINS: 1BT EA-COINTREAU LITER & REMY 1738 LITER
12925,2026-05,2101540,2101541,87236566104,765185,2026-05-01,2026-05-31,COINTRE SPRITZ LEM6P,211.35,2   C,2.0,C,14.69,11.74,53.07,CONTAINS: 2CS 750ML COINTREAU SPRTZ LEMON & 1C ORANGE SPRTZ
12926,2026-05,2101640,2101541,3035540011688,765186,2026-05-01,2026-05-31,COINTRE SPRITZ ORG6P,211.35,1   C,1.0,C,14.69,11.74,53.07,CONTAINS: 2CS 750ML COINTREAU SPRTZ LEMON & 1C ORANGE SPRTZ
12927,2026-05,2101540,2101641,87236566104,765185,2026-05-01,2026-05-31,COINTRE SPRITZ LEM6P,211.35,1   C,1.0,C,14.69,11.74,53.07,CONTAINS: 1CS-COINTREAU LEMON SPRITZ & 2C ORANGE SPRITZ
12928,2026-05,2101640,2101641,3035540011688,765186,2026-05-01,2026-05-31,COINTRE SPRITZ ORG6P,211.35,2   C,2.0,C,14.69,11.74,53.07,CONTAINS: 1CS-COINTREAU LEMON SPRITZ & 2C ORANGE SPRITZ
12929,2026-05,2123040,2123340,105206787,704832,2026-05-01,2026-05-31,BUBL SHOT COSMO 6P,129.54,2   B,2.0,B,23.09,21.58,9.0,"CONTAINS: BUBL 2BTL COSMO, SEX BEACH, LEM DRP"
12930,2026-05,2123140,2123340,105206749,704833,2026-05-01,2026-05-31,BUBL SHOT LEM DROP6P,129.54,2   B,2.0,B,23.09,21.58,9.0,"CONTAINS: BUBL 2BTL COSMO, SEX BEACH, LEM DRP"
12931,2026-05,2123240,2123340,105206617,704834,2026-05-01,2026-05-31,BUBL SHOT SEX ON B6P,129.54,2   B,2.0,B,23.09,21.58,9.0,"CONTAINS: BUBL 2BTL COSMO, SEX BEACH, LEM DRP"
12932,2026-05,2153441,2153445,80887496318,671797,2026-05-01,2026-05-31,BOGLE PINOT NOIR 22,430.56,1   C,1.0,C,10.0,8.97,49.44,CONTAINS: 1CS EA 750ML BOGLE CHARD & HERIT  & PN & SAUV BL
12933,2026-05,2153742,2153445,80887493942,671800,2026-05-01,2026-05-31,BOGLE SAUV BLANC 24,430.56,1   C,1.0,C,10.0,8.97,49.44,CONTAINS: 1CS EA 750ML BOGLE CHARD & HERIT  & PN & SAUV BL
12934,2026-05,2154042,2153445,80887493928,671793,2026-05-01,2026-05-31,BOGLE CHARDONNAY 23,430.56,1   C,1.0,C,10.0,8.97,49.44,CONTAINS: 1CS EA 750ML BOGLE CHARD & HERIT  & PN & SAUV BL
12935,2026-05,2154240,2153445,80887496660,724378,2026-05-01,2026-05-31,BOGLE HERITAGE RB 20,430.56,1   C,1.0,C,10.0,8.97,49.44,CONTAINS: 1CS EA 750ML BOGLE CHARD & HERIT  & PN & SAUV BL
12936,2026-05,2176040,2176540,7503007603111,748140,2026-05-01,2026-05-31,EL MEXICANO BLANCO6P,132.52,2   B,2.0,B,39.09,31.13,33.84,CONTAINS: 2 BTLS EA 750ML EL MEXICANO BLANCO & REPOSADO
12937,2026-05,2176240,2176540,7503007603128,748142,2026-05-01,2026-05-31,EL MEXICANO REPO 6P,132.52,2   B,2.0,B,44.09,35.12,33.84,CONTAINS: 2 BTLS EA 750ML EL MEXICANO BLANCO & REPOSADO
12938,2026-05,2227040,2227041,90785924,443543,2026-05-01,2026-05-31,BIB & TUCKER BBN6Y6P,210.0,3   B,3.0,B,43.33,35.0,49.98,CONTAINS: 750ML 3BTLS EACH BOURBON & GOLD ROAST 6PK
12939,2026-05,2227440,2227041,112736357,758902,2026-05-01,2026-05-31,BIB & TUCKER GLD6Y6P,210.0,3   B,3.0,B,43.33,35.0,49.98,CONTAINS: 750ML 3BTLS EACH BOURBON & GOLD ROAST 6PK
12940,2026-05,2227040,2227341,90785924,443543,2026-05-01,2026-05-31,BIB & TUCKER BBN6Y6P,210.0,3   B,3.0,B,43.33,35.0,49.98,CONTAINS: BIB & TUCKER 6YR-3BT-750M/EACH DBL CHR & BRBN 6PK
12941,2026-05,2227340,2227341,31259005225,644352,2026-05-01,2026-05-31,BIB & TUCKER CHAR 6P,210.0,3   B,3.0,B,43.33,35.0,49.98,CONTAINS: BIB & TUCKER 6YR-3BT-750M/EACH DBL CHR & BRBN 6PK
12942,2026-05,2227340,2227342,31259005225,644352,2026-05-01,2026-05-31,BIB & TUCKER CHAR 6P,210.0,3   B,3.0,B,43.33,35.0,49.98,CONTAINS: 3BTLS-750ML EACH DOUBLE CHAR & GOLD ROAST 6PK
12943,2026-05,2227440,2227342,112736357,758902,2026-05-01,2026-05-31,BIB & TUCKER GLD6Y6P,210.0,3   B,3.0,B,43.33,35.0,49.98,CONTAINS: 3BTLS-750ML EACH DOUBLE CHAR & GOLD ROAST 6PK
12944,2026-05,2113190,2270841,86000469156300,742457,2026-05-01,2026-05-31,CREEK WATR CIN120/10,159.99,3   B,3.0,B,6.6,5.38,36.16,CONTAINS: 1CS 750ML BEAR FGHT & 3SLV 50ML CRK WTR CINN
12945,2026-05,2270840,2270841,86000469154900,742450,2026-05-01,2026-05-31,BEAR FIGHT AMC SM6P,159.99,1   C,1.0,C,29.39,23.97,36.16,CONTAINS: 1CS 750ML BEAR FGHT & 3SLV 50ML CRK WTR CINN
12946,2026-05,2113190,2270942,86000469156300,742457,2026-05-01,2026-05-31,CREEK WATR CIN120/10,144.99,3   B,3.0,B,6.6,5.24,37.35,CONTAINS: 1CS 750ML BEAR FGHT & 3 SLV CREEK WTR CINN
12947,2026-05,2270940,2270942,850038461638,742453,2026-05-01,2026-05-31,BEAR FIGHT BOURBON6P,144.99,1   C,1.0,C,27.09,21.54,37.35,CONTAINS: 1CS 750ML BEAR FGHT & 3 SLV CREEK WTR CINN
12948,2026-05,2392642,2392643,80887551086,671809,2026-05-01,2026-05-31,JUGGER NZ SAUV BL 24,520.0,3   C,3.0,C,15.09,11.41,167.19,CONTAINS: 3CS 750ML SAUV BL & 1CS 750ML PINOT NOIR
12949,2026-05,2392820,2392643,80887551055,768617,2026-05-01,2026-05-31,JUGGER PINOT NOIR22,520.0,1   C,1.0,C,23.99,18.15,167.19,CONTAINS: 3CS 750ML SAUV BL & 1CS 750ML PINOT NOIR
12950,2026-05,2392642,2392644,80887551086,671809,2026-05-01,2026-05-31,JUGGER NZ SAUV BL 24,520.0,3   C,3.0,C,15.09,11.41,167.19,CONTAINS: 3CS 750ML SAUV BL & 1CS 750ML CHARDONNAY
12951,2026-05,2392720,2392644,80887551109,768616,2026-05-01,2026-05-31,JUGGER CHARDONNAY22,520.0,1   C,1.0,C,23.99,18.15,167.19,CONTAINS: 3CS 750ML SAUV BL & 1CS 750ML CHARDONNAY
12952,2026-05,2442140,2442143,109339324,525183,2026-05-01,2026-05-31,SAGAMORE RYE CASK6P,269.0,1   C,1.0,C,44.99,38.47,45.52,CONTAINS: 1C 750ML SAGAMORE RYE CASK & 2B 375ML
12953,2026-05,2442160,2442143,858232007089,525183,2026-05-01,2026-05-31,SAGAMORE RYE CSK 12P,269.0,2   B,2.0,B,22.29,19.06,45.52,CONTAINS: 1C 750ML SAGAMORE RYE CASK & 2B 375ML
12954,2026-05,2442060,2442342,858232007096,574323,2026-05-01,2026-05-31,SAGAMORE RYE 83 12P,198.0,2   B,2.0,B,14.09,11.98,34.71,CONTAINS: 1C 750ML SAGAMORE RYE 93 & 2B 375ML RYE 83
12955,2026-05,2442340,2442342,858232007935,694892,2026-05-01,2026-05-31,SAGAMORE RYE 93 6P,198.0,1   C,1.0,C,34.09,29.0,34.71,CONTAINS: 1C 750ML SAGAMORE RYE 93 & 2B 375ML RYE 83
12956,2026-05,2442240,2442541,858232007041,574321,2026-05-01,2026-05-31,SAGAMORE DBL OAK 6P,261.14,2   B,2.0,B,44.99,44.64,2.0,CONTAINS: 2B 750ML EA SAGAMORE RYE CASK123/RYE93/DOUBLE OAK
12957,2026-05,2442340,2442541,858232007935,694892,2026-05-01,2026-05-31,SAGAMORE RYE 93 6P,261.14,2   B,2.0,B,34.09,33.83,2.0,CONTAINS: 2B 750ML EA SAGAMORE RYE CASK123/RYE93/DOUBLE OAK
12958,2026-05,2442540,2442541,850062521155,747108,2026-05-01,2026-05-31,SAGAMORE RYCSK123 6P,261.14,2   B,2.0,B,52.49,52.09,2.0,CONTAINS: 2B 750ML EA SAGAMORE RYE CASK123/RYE93/DOUBLE OAK
12959,2026-05,2561070,2561074,872291278129,NON_ALC,2026-05-01,2026-05-31,LUX SOUR CH BTTRS,139.08,4   B,4.0,B,13.09,11.58,18.0,CONTAINS: 4BTLS EA 200ML SOUR CH BIT & COFF  BIT & CHAM BIT
12960,2026-05,2561170,2561074,872291278136,NON_ALC,2026-05-01,2026-05-31,LUX COFFEE BITTERS,139.08,4   B,4.0,B,13.09,11.58,18.0,CONTAINS: 4BTLS EA 200ML SOUR CH BIT & COFF  BIT & CHAM BIT
12961,2026-05,2561270,2561074,872291278143,NON_ALC,2026-05-01,2026-05-31,LUX CHAM BITTERS,139.08,4   B,4.0,B,13.09,11.58,18.0,CONTAINS: 4BTLS EA 200ML SOUR CH BIT & COFF  BIT & CHAM BIT
12962,2026-05,2561070,2561075,872291278129,NON_ALC,2026-05-01,2026-05-31,LUX SOUR CH BTTRS,147.81,3   B,3.0,B,13.09,11.05,27.27,CONTAINS: 4BTLS EA 200ML SR CH BIT & COF & CH BIT & M CHER
12963,2026-05,2561170,2561075,872291278136,NON_ALC,2026-05-01,2026-05-31,LUX COFFEE BITTERS,147.81,3   B,3.0,B,13.09,11.05,27.27,CONTAINS: 4BTLS EA 200ML SR CH BIT & COF & CH BIT & M CHER
12964,2026-05,2561270,2561075,872291278143,NON_ALC,2026-05-01,2026-05-31,LUX CHAM BITTERS,147.81,3   B,3.0,B,13.09,11.05,27.27,CONTAINS: 4BTLS EA 200ML SR CH BIT & COF & CH BIT & M CHER
12965,2026-05,2568241,2561075,187229127289,NON_ALC,2026-05-01,2026-05-31,LUXARDO M CHERRY JAR,147.81,3   B,3.0,B,19.09,16.11,27.27,CONTAINS: 4BTLS EA 200ML SR CH BIT & COF & CH BIT & M CHER
12966,2026-05,2565440,2565444,89552920226,549975,2026-05-01,2026-05-31,ST ELDER ELDERFLWR,92.22,4   B,4.0,B,18.45,15.37,18.48,CONTAINS: 4BTLS 750ML ELDERFLOWER & 2BTLS 750ML ESPRESSO
